Borough,Neighborhood,Latitude,Longitude
Bronx,Bronx,40.89470517661,-73.84720052054902
Bronx,Bronx,40.87429419303012,-73.82993910812398
Bronx,Bronx,40.887555677350775,-73.82780644716412
Bronx,Bronx,40.89543742690383,-73.90564259591682
Bronx,Bronx,40.890834493891305,-73.9125854610857
Bronx,Bronx,40.88168737120521,-73.90281798724604
Manhattan,Manhattan,40.87655077879964,-73.91065965862981
Bronx,Bronx,40.89827261213805,-73.86731496814176
Bronx,Bronx,40.87722415599446,-73.8793907395681
Bronx,Bronx,40.88103887819211,-73.85744642974207
Bronx,Bronx,40.866858107252696,-73.83579759808117
Bronx,Bronx,40.85741349808865,-73.85475564017999
Bronx,Bronx,40.84724670491813,-73.78648845267413
Bronx,Bronx,40.870185164975325,-73.8855121841913
Bronx,Bronx,40.85572707719664,-73.9104159619131
Bronx,Bronx,40.84789792606271,-73.91967159119565
Bronx,Bronx,40.86099679638654,-73.89642655981623
Bronx,Bronx,40.84269615786053,-73.88735617532338
Bronx,Bronx,40.83947505672653,-73.87774474910545
Bronx,Bronx,40.836623010706056,-73.9261020935813
Bronx,Bronx,40.819754370594936,-73.90942160757436
Bronx,Bronx,40.80623874935177,-73.91609987487575
Bronx,Bronx,40.801663627756206,-73.91322139386135
Bronx,Bronx,40.81509904545822,-73.8957882009446
Bronx,Bronx,40.80972987938709,-73.88331505955291
Bronx,Bronx,40.82359198585534,-73.90150648943059
Bronx,Bronx,40.821012197914015,-73.86574609554924
Bronx,Bronx,40.80655112003589,-73.85414416189266
Bronx,Bronx,40.81510925804005,-73.81635002158441
Bronx,Bronx,40.844245936947374,-73.8240992675385
Bronx,Bronx,40.837937822267286,-73.85600310535783
Bronx,Bronx,40.8406194964327,-73.84219407604444
Bronx,Bronx,40.84360847124718,-73.8662991807561
Bronx,Bronx,40.847549063536334,-73.85040178030421
Bronx,Bronx,40.85727710073895,-73.88845196134804
Bronx,Bronx,40.88139497727086,-73.91719048210393
Bronx,Bronx,40.90854282950666,-73.90453054908927
Bronx,Bronx,40.85064140940335,-73.8320737824047
Bronx,Bronx,40.82657951686922,-73.82620275994073
Bronx,Bronx,40.821986118163494,-73.81388514428619
Bronx,Bronx,40.819014376988314,-73.84802729582735
Bronx,Bronx,40.87137078192371,-73.86332361652777
Bronx,Bronx,40.86296562477998,-73.84161194831223
Bronx,Bronx,40.83428380733851,-73.91558941773444
Bronx,Bronx,40.82977429787161,-73.85053524451935
Bronx,Bronx,40.88456130303732,-73.84808271877168
Brooklyn,Brooklyn,40.625801065010656,-74.03062069353813
Brooklyn,Brooklyn,40.61100890202044,-73.99517998380729
Brooklyn,Brooklyn,40.64510294925429,-74.01031618527784
Brooklyn,Brooklyn,40.7302009848647,-73.95424093127393
Brooklyn,Brooklyn,40.59526001306593,-73.97347087708445
Brooklyn,Brooklyn,40.57682506566604,-73.96509448785336
Brooklyn,Brooklyn,40.58689012678384,-73.94318640482979
Brooklyn,Brooklyn,40.61443251335098,-73.95743840559939
Brooklyn,Brooklyn,40.63632589026677,-73.95840106533903
Brooklyn,Brooklyn,40.67082917695294,-73.94329119073582
Brooklyn,Brooklyn,40.64171776668961,-73.93610256185836
Brooklyn,Brooklyn,40.642381958003526,-73.98042110559474
Brooklyn,Brooklyn,40.65694583575104,-73.98007340430172
Brooklyn,Brooklyn,40.676822262254724,-73.9648592426269
Brooklyn,Brooklyn,40.66394994339755,-73.91023536176607
Brooklyn,Brooklyn,40.70714439344251,-73.95811529220927
Brooklyn,Brooklyn,40.69811611017901,-73.92525797487045
Brooklyn,Brooklyn,40.687231607720456,-73.94178488690297
Brooklyn,Brooklyn,40.695863722724084,-73.99378225496424
Brooklyn,Brooklyn,40.687919722485574,-73.99856139218463
Brooklyn,Brooklyn,40.680540231076485,-73.99465372828006
Brooklyn,Brooklyn,40.676253230250886,-74.0127589747356
Brooklyn,Brooklyn,40.673931143187154,-73.99444087145339
Brooklyn,Brooklyn,40.68852726018977,-73.97290574369092
Brooklyn,Brooklyn,40.67232052268197,-73.97705030183924
Brooklyn,Brooklyn,40.68239101144211,-73.87661596457296
Brooklyn,Brooklyn,40.669925700847045,-73.88069863917366
Brooklyn,Brooklyn,40.64758905230874,-73.87936970045875
Brooklyn,Brooklyn,40.63556432797428,-73.90209269778966
Brooklyn,Brooklyn,40.630446043757466,-73.92911302644674
Brooklyn,Brooklyn,40.606336421685626,-73.90818571777423
Brooklyn,Brooklyn,40.57791350308657,-73.94353722891886
Brooklyn,Brooklyn,40.57429256471601,-73.98868295821637
Brooklyn,Brooklyn,40.59951870282238,-73.99875221443519
Brooklyn,Brooklyn,40.633130512758015,-73.99049823044811
Brooklyn,Brooklyn,40.619219457722636,-74.01931375636022
Brooklyn,Brooklyn,40.590848433902046,-73.93010170691196
Brooklyn,Brooklyn,40.609747779894604,-73.93134404108497
Brooklyn,Brooklyn,40.693229421881504,-73.96784306216367
Brooklyn,Brooklyn,40.57637537890224,-74.0078731120024
Brooklyn,Brooklyn,40.69084402109802,-73.98346337431099
Brooklyn,Brooklyn,40.685682912091444,-73.98374824115798
Brooklyn,Brooklyn,40.658420017469815,-73.95489867077713
Brooklyn,Brooklyn,40.678402554795355,-73.91306831787395
Brooklyn,Brooklyn,40.67856995727479,-73.86797598081334
Brooklyn,Brooklyn,40.61514955045308,-73.89855633630317
Brooklyn,Brooklyn,40.62559589869843,-73.95759523489838
Brooklyn,Brooklyn,40.647008603185185,-73.96261316716048
Brooklyn,Brooklyn,40.62384524478419,-73.91607483951324
Brooklyn,Brooklyn,40.70849241041548,-73.93885815269195
Brooklyn,Brooklyn,40.714822906532014,-73.95880857587582
Brooklyn,Brooklyn,40.71086147265064,-73.95800095153331
Brooklyn,Brooklyn,40.61305976667942,-73.96836678035541
Brooklyn,Brooklyn,40.61476812694226,-74.03197914537984
Manhattan,Manhattan,40.71561842231432,-73.99427936255978
Manhattan,Manhattan,40.85190252555305,-73.93690027985234
Manhattan,Manhattan,40.86768396449915,-73.92121042203897
Manhattan,Manhattan,40.823604284811935,-73.94968791883366
Manhattan,Manhattan,40.8169344294978,-73.9573853935188
Manhattan,Manhattan,40.81597606742414,-73.94321112603905
Manhattan,Manhattan,40.79224946663033,-73.94418223148524
Manhattan,Manhattan,40.775638573301805,-73.96050763135
Manhattan,Manhattan,40.775929849884875,-73.94711784471826
Manhattan,Manhattan,40.76811265828733,-73.9588596881376
Manhattan,Manhattan,40.76215960576283,-73.94916769227953
Manhattan,Manhattan,40.787657998534854,-73.97705923630603
Manhattan,Manhattan,40.77352888942166,-73.98533777001262
Manhattan,Manhattan,40.75910089146212,-73.99611936309479
Manhattan,Manhattan,40.75469110270623,-73.98166882730304
Manhattan,Manhattan,40.748303077252174,-73.97833207924127
Manhattan,Manhattan,40.744034706747975,-74.00311633472813
Manhattan,Manhattan,40.72693288536128,-73.99991402945902
Manhattan,Manhattan,40.727846777270244,-73.98222616506416
Manhattan,Manhattan,40.71780674892765,-73.98089031999291
Manhattan,Manhattan,40.721521967443216,-74.01068328559087
Manhattan,Manhattan,40.71932379395907,-73.99730467208073
Manhattan,Manhattan,40.72218384131794,-74.00065666959759
Manhattan,Manhattan,40.73443393572434,-74.00617998126812
Manhattan,Manhattan,40.797307041702865,-73.96428617740655
Manhattan,Manhattan,40.807999738165826,-73.96389627905332
Manhattan,Manhattan,40.737209832715,-73.98137594833541
Manhattan,Manhattan,40.71193198394565,-74.01686930508617
Manhattan,Manhattan,40.70710710727048,-74.0106654452127
Queens,Queens,40.76850859335492,-73.91565374304234
Queens,Queens,40.74634908860222,-73.90184166838284
Queens,Queens,40.75198138007367,-73.88282109164365
Queens,Queens,40.744048505122024,-73.88165622288388
Queens,Queens,40.65422527738487,-73.8381376460028
Queens,Queens,40.74238175015667,-73.85682497345258
Queens,Queens,40.72526378216503,-73.84447500788983
Queens,Queens,40.7051790354148,-73.82981905825703
Queens,Queens,40.69794731471763,-73.83183321446887
Queens,Queens,40.76445419697846,-73.83177300329582
Queens,Queens,40.75021734610528,-73.93920223915505
Queens,Queens,40.74017628351924,-73.92691617561577
Queens,Queens,40.76407323883091,-73.86704147658772
Queens,Queens,40.725427374093606,-73.89621713626859
Queens,Queens,40.70832315613858,-73.90143517559589
Queens,Queens,40.70276242967838,-73.87074167435605
Queens,Queens,40.72897409480735,-73.8578268690537
Queens,Queens,40.68988687915789,-73.8581104655432
Queens,Queens,40.680708468265415,-73.84320266173447
Queens,Queens,40.66854957767195,-73.80986478649041
Queens,Queens,40.784902749260205,-73.84304528896125
Queens,Queens,40.78129076602694,-73.81420216610863
Queens,Queens,40.76604063281064,-73.7742736306867
Queens,Queens,40.76172954903262,-73.79176243728061
Queens,Queens,40.7708261928267,-73.7388977558074
Queens,Queens,40.76684609790763,-73.7424982072733
Queens,Queens,40.74944079974332,-73.71548118999145
Queens,Queens,40.72857318176675,-73.72012814826903
Queens,Queens,40.722578244228046,-73.82087764933566
Queens,Queens,40.7343944653313,-73.78271337003264
Queens,Queens,40.71093547252271,-73.81174822458634
Queens,Queens,40.70465736068717,-73.79690165888289
Queens,Queens,40.74561857141855,-73.75494976234332
Queens,Queens,40.718893092167356,-73.73871484578424
Queens,Queens,40.71124344191904,-73.75925009335594
Queens,Queens,40.696911253789885,-73.7904261313554
Queens,Queens,40.69444538522359,-73.75867603727717
Queens,Queens,40.67521139591733,-73.77258787620906
Queens,Queens,40.666230490368584,-73.76042092682287
Queens,Queens,40.692774639160845,-73.73526873708026
Queens,Queens,40.659816433428084,-73.73526079428278
Queens,Queens,40.603134432500894,-73.75497968043872
Queens,Queens,40.60302658351238,-73.8200548911032
Queens,Queens,40.55740128845452,-73.92551196994168
Queens,Queens,40.775923015642896,-73.90228960391673
Queens,Queens,40.79278140360048,-73.80436451720988
Queens,Queens,40.782842806245554,-73.7768022262158
Queens,Queens,40.595641807368494,-73.77613282391705
Queens,Queens,40.58914394372971,-73.79199233136943
Queens,Queens,40.582801696845586,-73.82236121088751
Queens,Queens,40.572036730217015,-73.85754672410827
Queens,Queens,40.764126122614066,-73.81276269135866
Queens,Queens,40.741378421945434,-73.70884705889246
Queens,Queens,40.7209572076444,-73.76714166714729
Queens,Queens,40.71680483014613,-73.7872269693666
Queens,Queens,40.7445723092867,-73.82580915110559
Queens,Queens,40.723824901829204,-73.79760300912672
Queens,Queens,40.761704526054146,-73.93157506072878
Queens,Queens,40.66391841925139,-73.84963782402441
Queens,Queens,40.66788389660247,-73.74025607989822
Queens,Queens,40.736074570830795,-73.8625247141374
Queens,Queens,40.57615556543109,-73.8540175039252
Queens,Queens,40.58034295646131,-73.84153370226186
Queens,Queens,40.59771061565768,-73.79664750844047
Queens,Queens,40.66000322733613,-73.75175310731153
Queens,Queens,40.73301404027834,-73.73889198912481
Queens,Queens,40.7540709990489,-73.85751790676447
Queens,Queens,40.7146110815117,-73.8410221123401
Staten Island,Staten Island,40.6449815710044,-74.07935312512797
Staten Island,Staten Island,40.64061455913511,-74.08701650516625
Staten Island,Staten Island,40.62692762538176,-74.07790192660066
Staten Island,Staten Island,40.61530494652761,-74.06980526716141
Staten Island,Staten Island,40.63187892654607,-74.1071817826561
Staten Island,Staten Island,40.624184791313006,-74.08724819983729
Staten Island,Staten Island,40.59706851814673,-74.1113288180088
Staten Island,Staten Island,40.58024741350956,-74.0795529253982
Staten Island,Staten Island,40.63366930554365,-74.12943426797008
Staten Island,Staten Island,40.632546390481124,-74.15008537046981
Staten Island,Staten Island,40.63968297845542,-74.17464532993542
Staten Island,Staten Island,40.61333593766742,-74.11918058534842
Staten Island,Staten Island,40.594252379161695,-74.16496031329827
Staten Island,Staten Island,40.58631375103281,-74.19073717538116
Staten Island,Staten Island,40.57257231820632,-74.1164794360638
Staten Island,Staten Island,40.5584622432888,-74.12156593771896
Staten Island,Staten Island,40.549480228713605,-74.14932381490992
Staten Island,Staten Island,40.542230747450745,-74.1643308041936
Staten Island,Staten Island,40.53811417474507,-74.17854866165878
Staten Island,Staten Island,40.541967622888755,-74.20524582480326
Staten Island,Staten Island,40.50533376115642,-74.24656934235283
Staten Island,Staten Island,40.637316067110326,-74.08055351790115
Staten Island,Staten Island,40.61919310792676,-74.09629029235458
Staten Island,Staten Island,40.61276015756489,-74.0971255217853
Brooklyn,Brooklyn,40.643675183340974,-73.96101312466779
Brooklyn,Brooklyn,40.66094656188111,-73.93718680559314
Brooklyn,Brooklyn,40.655572313280764,-73.92688212616955
Staten Island,Staten Island,40.60919044434558,-74.08015734936296
Staten Island,Staten Island,40.62109047275409,-74.13304143951704
Staten Island,Staten Island,40.620171512231884,-74.15315246387762
Staten Island,Staten Island,40.63532509911492,-74.16510420241124
Staten Island,Staten Island,40.596312571276734,-74.06712363225574
Staten Island,Staten Island,40.59826835959991,-74.0766743627905
Staten Island,Staten Island,40.59632891379513,-74.08751118005578
Staten Island,Staten Island,40.588672948199275,-74.09639905312521
Staten Island,Staten Island,40.57352690574283,-74.09348266303591
Staten Island,Staten Island,40.57621558711788,-74.10585598545434
Staten Island,Staten Island,40.56425549307335,-74.10432707469124
Staten Island,Staten Island,40.55398800858462,-74.13916622175768
Staten Island,Staten Island,40.531911920489605,-74.19174105747814
Staten Island,Staten Island,40.524699376118136,-74.21983106616777
Staten Island,Staten Island,40.50608165346305,-74.22950350260027
Staten Island,Staten Island,40.53053148283314,-74.23215775896526
Staten Island,Staten Island,40.54940400650072,-74.21572851113952
Staten Island,Staten Island,40.54928582278321,-74.18588674583893
Staten Island,Staten Island,40.555295236173194,-74.17079414786092
Staten Island,Staten Island,40.58913894875281,-74.15902208156601
Staten Island,Staten Island,40.59472602746295,-74.1895604551969
Staten Island,Staten Island,40.60577868452358,-74.18725638381567
Staten Island,Staten Island,40.6095918004203,-74.15940948657122
Manhattan,Manhattan,40.7826825671257,-73.95325646837112
Manhattan,Manhattan,40.72325901885768,-73.98843368023597
Manhattan,Manhattan,40.71522892046282,-74.00541529873355
Manhattan,Manhattan,40.7485096643122,-73.98871313285247
Staten Island,Staten Island,40.56960594275505,-74.1340572986257
Staten Island,Staten Island,40.60971934079284,-74.06667766061771
Staten Island,Staten Island,40.61917845202843,-74.072642445484
Staten Island,Staten Island,40.6044731896879,-74.08402364740358
Staten Island,Staten Island,40.606794394801,-74.09776206972522
Staten Island,Staten Island,40.63563000681151,-74.09805062373887
Staten Island,Staten Island,40.63843283794795,-74.18622331749823
Staten Island,Staten Island,40.630146741193826,-74.1418167896889
Brooklyn,Brooklyn,40.652117451793494,-73.91665331978048
Brooklyn,Brooklyn,40.6627442796966,-73.88511776379292
Brooklyn,Brooklyn,40.63131755039667,-73.90233474295836
Brooklyn,Brooklyn,40.61597423962336,-73.91515391550404
Queens,Queens,40.71145964370482,-73.79646462081593
Queens,Queens,40.73350025429757,-73.79671678028349
Queens,Queens,40.73493618075478,-73.80486120040537
Queens,Queens,40.7703173929982,-73.89467996270574
Bronx,Bronx,40.83142834161548,-73.90119903387667
Bronx,Bronx,40.824780490842905,-73.91584652759009
Bronx,Bronx,40.84382617671654,-73.91655551964419
Bronx,Bronx,40.84884160724665,-73.90829930881988
Manhattan,Manhattan,40.76028033131374,-73.96355614094303
Queens,Queens,40.743414090073536,-73.95386782130745
Manhattan,Manhattan,40.75204236950722,-73.96770824581834
Manhattan,Manhattan,40.746917410740195,-73.97121928722265
Manhattan,Manhattan,40.73099955477061,-73.97405170469203
Manhattan,Manhattan,40.739673047638426,-73.9909471052826
Queens,Queens,40.74565180608076,-73.91819286431682
Queens,Queens,40.73725071694497,-73.93244235260178
Brooklyn,Brooklyn,40.70328109093014,-73.99550751888415
Brooklyn,Brooklyn,40.70332149882874,-73.98111603592393
Brooklyn,Brooklyn,40.67503986503237,-73.93053108817338
Brooklyn,Brooklyn,40.67786104769531,-73.90331684852599
Brooklyn,Brooklyn,40.70317632822692,-73.9887528074504
Staten Island,Staten Island,40.60180957631444,-74.12059399718001
Staten Island,Staten Island,40.60370692627371,-74.13208447484298
Staten Island,Staten Island,40.541139922091766,-74.21776636068567
Staten Island,Staten Island,40.579118742961214,-74.12727240604946
Queens,Queens,40.56737588957032,-73.89213760232822
Brooklyn,Brooklyn,40.598525095137255,-73.95918459428702
Queens,Queens,40.716414511158185,-73.88114319200604
Staten Island,Staten Island,40.52626406734812,-74.20152556457658
Staten Island,Staten Island,40.57650629379489,-74.13792663771568
Staten Island,Staten Island,40.51954145748909,-74.22957080626941
Queens,Queens,40.79060155670148,-73.82667757138641
Brooklyn,Brooklyn,40.6819989345173,-73.890345709872
Brooklyn,Brooklyn,40.60937770113766,-73.94841515328893
Bronx,Bronx,40.85272297633017,-73.86172577555115
Bronx,Bronx,40.86578787802982,-73.85931863221647
Bronx,Bronx,40.8703923914147,-73.90152264513144
Brooklyn,Brooklyn,40.64692606658579,-73.94817709920184
Manhattan,Manhattan,40.75665808227519,-74.00011136202637
Queens,Queens,40.58733774018741,-73.80553002968718
Queens,Queens,40.611321691283834,-73.76596781445627
Queens,Queens,40.756091297094706,-73.94563070334091
Staten Island,Staten Island,40.61731079252983,-74.08173992211962
